"","category","rt","categoryCorrect","timeStart","memory","memoryCorrect","stim.old","x","y","z","w","trial.num","stim","workerId","condition","round"
"1424","A",3409,TRUE,1415298213756,"old",TRUE,TRUE,1,1,0,1,16,"1101","AP2HB33HRZFGP","ms","07"
"1425","A",4506,TRUE,1415207048633,"old",TRUE,TRUE,0,1,1,1,1,"0111","A1S278YWEAUT52","ms","07"
"1426","B",9784,NA,1415207053892,"new",TRUE,FALSE,1,0,0,0,2,"1000","A1S278YWEAUT52","ms","07"
"1427","A",2383,TRUE,1415207064428,"old",TRUE,TRUE,1,0,1,1,3,"1011","A1S278YWEAUT52","ms","07"
"1428","B",5392,NA,1415207067563,"old",FALSE,FALSE,0,1,0,1,4,"0101","A1S278YWEAUT52","ms","07"
"1429","A",4345,NA,1415207073707,"old",FALSE,FALSE,0,0,1,1,5,"0011","A1S278YWEAUT52","ms","07"
"1430","B",15615,NA,1415207078803,"old",FALSE,FALSE,0,1,0,0,6,"0100","A1S278YWEAUT52","ms","07"
"1431","B",2922,NA,1415207095169,"old",FALSE,FALSE,0,0,1,0,7,"0010","A1S278YWEAUT52","ms","07"
"1432","A",3429,NA,1415207098859,"old",FALSE,FALSE,1,0,0,1,8,"1001","A1S278YWEAUT52","ms","07"
"1433","B",4337,TRUE,1415207103040,"old",TRUE,TRUE,0,1,1,0,9,"0110","A1S278YWEAUT52","ms","07"
"1434","B",5855,TRUE,1415207108129,"old",TRUE,TRUE,0,0,0,0,10,"0000","A1S278YWEAUT52","ms","07"
"1435","B",3933,TRUE,1415207114736,"old",TRUE,TRUE,1,1,0,0,11,"1100","A1S278YWEAUT52","ms","07"
"1436","A",1519,TRUE,1415207119421,"old",TRUE,TRUE,1,1,1,0,12,"1110","A1S278YWEAUT52","ms","07"
"1437","A",8722,TRUE,1415207121692,"old",TRUE,TRUE,1,1,0,1,13,"1101","A1S278YWEAUT52","ms","07"
"1438","B",10208,TRUE,1415207131166,"old",TRUE,TRUE,0,0,0,1,14,"0001","A1S278YWEAUT52","ms","07"
"1439","A",2717,NA,1415207142126,"old",FALSE,FALSE,1,1,1,1,15,"1111","A1S278YWEAUT52","ms","07"
"1440","A",1874,TRUE,1415207145596,"old",TRUE,TRUE,1,0,1,0,16,"1010","A1S278YWEAUT52","ms","07"
"1441","B",5733,TRUE,1415202641591,"old",TRUE,TRUE,1,1,0,0,1,"1100","A1O81SOPKHK5RZ","ms","07"
"1442","B",2096,NA,1415202648076,"old",FALSE,FALSE,0,0,1,1,2,"0011","A1O81SOPKHK5RZ","ms","07"
"1443","B",1390,TRUE,1415202650925,"old",TRUE,TRUE,0,0,0,1,3,"0001","A1O81SOPKHK5RZ","ms","07"
"1444","B",1344,NA,1415202653067,"old",FALSE,FALSE,0,0,1,0,4,"0010","A1O81SOPKHK5RZ","ms","07"
"1445","A",1911,TRUE,1415202655163,"old",TRUE,TRUE,1,1,1,0,5,"1110","A1O81SOPKHK5RZ","ms","07"
"1446","A",1488,NA,1415202657826,"old",FALSE,FALSE,1,0,0,0,6,"1000","A1O81SOPKHK5RZ","ms","07"
"1447","A",1527,NA,1415202660066,"old",FALSE,FALSE,1,1,1,1,7,"1111","A1O81SOPKHK5RZ","ms","07"
"1448","B",1928,TRUE,1415202662345,"old",TRUE,TRUE,0,0,0,0,8,"0000","A1O81SOPKHK5RZ","ms","07"
"1449","A",2311,TRUE,1415202665025,"old",TRUE,TRUE,1,0,1,1,9,"1011","A1O81SOPKHK5RZ","ms","07"
"1450","A",1199,TRUE,1415202668089,"old",TRUE,TRUE,1,0,1,0,10,"1010","A1O81SOPKHK5RZ","ms","07"
"1451","B",1199,TRUE,1415202670041,"old",TRUE,TRUE,0,1,1,0,11,"0110","A1O81SOPKHK5RZ","ms","07"
"1452","A",3103,TRUE,1415202671992,"old",TRUE,TRUE,1,1,0,1,12,"1101","A1O81SOPKHK5RZ","ms","07"
"1453","A",2576,NA,1415202675847,"old",FALSE,FALSE,1,0,0,1,13,"1001","A1O81SOPKHK5RZ","ms","07"
"1454","A",1367,TRUE,1415202679175,"old",TRUE,TRUE,0,1,1,1,14,"0111","A1O81SOPKHK5RZ","ms","07"
"1455","B",1616,NA,1415202681294,"old",FALSE,FALSE,0,1,0,0,15,"0100","A1O81SOPKHK5RZ","ms","07"
"1456","B",1191,NA,1415202683662,"old",FALSE,FALSE,0,1,0,1,16,"0101","A1O81SOPKHK5RZ","ms","07"
"1457","B",6128,FALSE,1415296018677,"old",TRUE,TRUE,0,1,1,1,1,"0111","A11ED29FYJKV2E","ms","07"
"1458","B",5256,NA,1415296025573,"old",FALSE,FALSE,0,0,1,1,2,"0011","A11ED29FYJKV2E","ms","07"
"1459","B",6088,TRUE,1415296031594,"old",TRUE,TRUE,0,1,1,0,3,"0110","A11ED29FYJKV2E","ms","07"
"1460","A",5446,TRUE,1415296038442,"old",TRUE,TRUE,1,1,0,1,4,"1101","A11ED29FYJKV2E","ms","07"
"1461","B",3521,NA,1415296044652,"old",FALSE,FALSE,0,1,0,1,5,"0101","A11ED29FYJKV2E","ms","07"
"1462","B",3302,TRUE,1415296048941,"old",TRUE,TRUE,0,0,0,1,6,"0001","A11ED29FYJKV2E","ms","07"
"1463","B",3088,NA,1415296052997,"old",FALSE,FALSE,0,0,1,0,7,"0010","A11ED29FYJKV2E","ms","07"
"1464","B",7668,NA,1415296056850,"old",FALSE,FALSE,0,1,0,0,8,"0100","A11ED29FYJKV2E","ms","07"
"1465","B",2676,TRUE,1415296065274,"old",TRUE,TRUE,0,0,0,0,9,"0000","A11ED29FYJKV2E","ms","07"
"1466","A",3105,FALSE,1415296068706,"old",TRUE,TRUE,1,1,0,0,10,"1100","A11ED29FYJKV2E","ms","07"
"1467","A",2699,TRUE,1415296072575,"old",TRUE,TRUE,1,0,1,0,11,"1010","A11ED29FYJKV2E","ms","07"
"1468","A",2638,NA,1415296076038,"old",FALSE,FALSE,1,0,0,1,12,"1001","A11ED29FYJKV2E","ms","07"
"1469","A",5679,NA,1415296079438,"new",TRUE,FALSE,1,0,0,0,13,"1000","A11ED29FYJKV2E","ms","07"
"1470","A",3857,NA,1415296085881,"old",FALSE,FALSE,1,1,1,1,14,"1111","A11ED29FYJKV2E","ms","07"
"1471","A",5421,TRUE,1415296090499,"old",TRUE,TRUE,1,1,1,0,15,"1110","A11ED29FYJKV2E","ms","07"
"1472","A",2773,TRUE,1415296096676,"old",TRUE,TRUE,1,0,1,1,16,"1011","A11ED29FYJKV2E","ms","07"
"1473","A",3870,NA,1415291281731,"old",FALSE,FALSE,1,1,1,1,1,"1111","AQC0SZA1E9QO7","ms","07"
"1474","A",5958,NA,1415291286352,"old",FALSE,FALSE,1,0,0,0,2,"1000","AQC0SZA1E9QO7","ms","07"
"1475","A",3547,TRUE,1415291293062,"old",TRUE,TRUE,0,1,1,1,3,"0111","AQC0SZA1E9QO7","ms","07"
"1476","B",2663,TRUE,1415291297362,"old",TRUE,TRUE,0,1,1,0,4,"0110","AQC0SZA1E9QO7","ms","07"
"1477","A",2406,TRUE,1415291300779,"old",TRUE,TRUE,1,0,1,1,5,"1011","AQC0SZA1E9QO7","ms","07"
"1478","A",2887,NA,1415291303938,"old",FALSE,FALSE,1,0,0,1,6,"1001","AQC0SZA1E9QO7","ms","07"
"1479","B",2049,TRUE,1415291307576,"old",TRUE,TRUE,0,0,0,0,7,"0000","AQC0SZA1E9QO7","ms","07"
"1480","A",8479,NA,1415291310378,"new",TRUE,FALSE,0,0,1,0,8,"0010","AQC0SZA1E9QO7","ms","07"
"1481","B",2239,TRUE,1415291319610,"old",TRUE,TRUE,0,0,0,1,9,"0001","AQC0SZA1E9QO7","ms","07"
"1482","A",2378,NA,1415291322601,"new",TRUE,FALSE,0,0,1,1,10,"0011","AQC0SZA1E9QO7","ms","07"
"1483","B",8279,NA,1415291325730,"old",FALSE,FALSE,0,1,0,0,11,"0100","AQC0SZA1E9QO7","ms","07"
"1484","A",2351,FALSE,1415291334762,"old",TRUE,TRUE,1,1,0,0,12,"1100","AQC0SZA1E9QO7","ms","07"
"1485","A",2991,NA,1415291337865,"old",FALSE,FALSE,0,1,0,1,13,"0101","AQC0SZA1E9QO7","ms","07"
"1486","A",2263,TRUE,1415291341609,"old",TRUE,TRUE,1,0,1,0,14,"1010","AQC0SZA1E9QO7","ms","07"
"1487","A",1720,TRUE,1415291344624,"old",TRUE,TRUE,1,1,0,1,15,"1101","AQC0SZA1E9QO7","ms","07"
"1488","A",5749,TRUE,1415291347098,"old",TRUE,TRUE,1,1,1,0,16,"1110","AQC0SZA1E9QO7","ms","07"
"1489","A",3021,TRUE,1415216810209,"new",FALSE,TRUE,1,1,1,1,1,"1111","A1OL25WY0BYMMH","opt-total","07"
"1490","A",3699,NA,1415216813986,"old",FALSE,FALSE,1,0,0,1,2,"1001","A1OL25WY0BYMMH","opt-total","07"
"1491","A",2576,FALSE,1415216818452,"old",TRUE,TRUE,0,1,1,0,3,"0110","A1OL25WY0BYMMH","opt-total","07"
"1492","B",2913,TRUE,1415216821802,"old",TRUE,TRUE,1,0,1,0,4,"1010","A1OL25WY0BYMMH","opt-total","07"
"1493","A",1839,NA,1415216825452,"old",FALSE,FALSE,0,1,0,1,5,"0101","A1OL25WY0BYMMH","opt-total","07"
"1494","B",5470,TRUE,1415216828038,"old",TRUE,TRUE,1,0,0,0,6,"1000","A1OL25WY0BYMMH","opt-total","07"
"1495","A",2084,FALSE,1415216834841,"old",TRUE,TRUE,0,1,0,0,7,"0100","A1OL25WY0BYMMH","opt-total","07"
"1496","A",1265,NA,1415216837683,"old",FALSE,FALSE,1,0,1,1,8,"1011","A1OL25WY0BYMMH","opt-total","07"
"1497","A",1190,TRUE,1415216839702,"old",TRUE,TRUE,1,1,1,0,9,"1110","A1OL25WY0BYMMH","opt-total","07"
"1498","A",1109,TRUE,1415216841652,"old",TRUE,TRUE,1,1,0,0,10,"1100","A1OL25WY0BYMMH","opt-total","07"
"1499","A",1375,TRUE,1415216843504,"old",TRUE,TRUE,0,0,1,1,11,"0011","A1OL25WY0BYMMH","opt-total","07"
"1500","B",1152,NA,1415216845643,"old",FALSE,FALSE,0,0,1,0,12,"0010","A1OL25WY0BYMMH","opt-total","07"
"1501","A",1243,NA,1415216847553,"old",FALSE,FALSE,1,1,0,1,13,"1101","A1OL25WY0BYMMH","opt-total","07"
"1502","A",1431,TRUE,1415216849553,"old",TRUE,TRUE,0,0,0,1,14,"0001","A1OL25WY0BYMMH","opt-total","07"
"1503","B",899,NA,1415216851747,"old",FALSE,FALSE,0,0,0,0,15,"0000","A1OL25WY0BYMMH","opt-total","07"
"1504","B",2771,NA,1415216853391,"old",FALSE,FALSE,0,1,1,1,16,"0111","A1OL25WY0BYMMH","opt-total","07"
"1505","A",2823,NA,1415216490204,"old",FALSE,FALSE,1,0,1,1,1,"1011","A36O1NQ06CVUWS","opt-total","07"
"1506","A",2356,TRUE,1415216493784,"old",TRUE,TRUE,0,0,0,1,2,"0001","A36O1NQ06CVUWS","opt-total","07"
"1507","B",2085,NA,1415216496904,"old",FALSE,FALSE,0,0,1,0,3,"0010","A36O1NQ06CVUWS","opt-total","07"
"1508","B",2861,NA,1415216499742,"old",FALSE,FALSE,0,1,1,1,4,"0111","A36O1NQ06CVUWS","opt-total","07"
"1509","A",2506,TRUE,1415216503361,"old",TRUE,TRUE,1,1,1,1,5,"1111","A36O1NQ06CVUWS","opt-total","07"
"1510","B",1573,TRUE,1415216506621,"old",TRUE,TRUE,0,1,0,0,6,"0100","A36O1NQ06CVUWS","opt-total","07"
"1511","A",1788,TRUE,1415216508950,"old",TRUE,TRUE,1,1,0,0,7,"1100","A36O1NQ06CVUWS","opt-total","07"
"1512","A",1468,NA,1415216511493,"old",FALSE,FALSE,0,1,0,1,8,"0101","A36O1NQ06CVUWS","opt-total","07"
"1513","B",1574,TRUE,1415216513724,"old",TRUE,TRUE,1,0,0,0,9,"1000","A36O1NQ06CVUWS","opt-total","07"
"1514","B",1393,TRUE,1415216516064,"old",TRUE,TRUE,1,0,1,0,10,"1010","A36O1NQ06CVUWS","opt-total","07"
"1515","B",3522,NA,1415216518217,"old",FALSE,FALSE,0,0,0,0,11,"0000","A36O1NQ06CVUWS","opt-total","07"
"1516","A",2759,NA,1415216522491,"old",FALSE,FALSE,1,0,0,1,12,"1001","A36O1NQ06CVUWS","opt-total","07"
"1517","B",1769,TRUE,1415216526017,"old",TRUE,TRUE,0,1,1,0,13,"0110","A36O1NQ06CVUWS","opt-total","07"
"1518","A",2082,NA,1415216528544,"old",FALSE,FALSE,1,1,0,1,14,"1101","A36O1NQ06CVUWS","opt-total","07"
"1519","A",3227,TRUE,1415216531383,"old",TRUE,TRUE,1,1,1,0,15,"1110","A36O1NQ06CVUWS","opt-total","07"
"1520","A",1512,TRUE,1415216535377,"old",TRUE,TRUE,0,0,1,1,16,"0011","A36O1NQ06CVUWS","opt-total","07"
"1521","B",5183,NA,1415289643822,"old",FALSE,FALSE,1,0,0,0,1,"1000","A2SS3QJKK1MVNE","ms","07"
"1522","B",3869,NA,1415289649760,"old",FALSE,FALSE,1,0,0,1,2,"1001","A2SS3QJKK1MVNE","ms","07"
"1523","A",2535,FALSE,1415289654384,"old",TRUE,TRUE,0,1,1,0,3,"0110","A2SS3QJKK1MVNE","ms","07"
"1524","A",2019,TRUE,1415289657674,"old",TRUE,TRUE,0,1,1,1,4,"0111","A2SS3QJKK1MVNE","ms","07"
"1525","B",2822,TRUE,1415289660445,"old",TRUE,TRUE,1,1,0,0,5,"1100","A2SS3QJKK1MVNE","ms","07"
"1526","A",2350,TRUE,1415289664021,"old",TRUE,TRUE,1,1,1,0,6,"1110","A2SS3QJKK1MVNE","ms","07"
"1527","B",2400,NA,1415289667126,"old",FALSE,FALSE,1,1,1,1,7,"1111","A2SS3QJKK1MVNE","ms","07"
"1528","A",1955,NA,1415289670279,"old",FALSE,FALSE,0,0,1,0,8,"0010","A2SS3QJKK1MVNE","ms","07"
"1529","B",8991,NA,1415289672989,"old",FALSE,FALSE,0,1,0,0,9,"0100","A2SS3QJKK1MVNE","ms","07"
"1530","A",1983,TRUE,1415289682733,"old",TRUE,TRUE,1,1,0,1,10,"1101","A2SS3QJKK1MVNE","ms","07"
"1531","B",2031,TRUE,1415289685469,"old",TRUE,TRUE,0,0,0,1,11,"0001","A2SS3QJKK1MVNE","ms","07"
"1532","B",1632,TRUE,1415289688255,"old",TRUE,TRUE,0,0,0,0,12,"0000","A2SS3QJKK1MVNE","ms","07"
"1533","B",1683,NA,1415289690642,"old",FALSE,FALSE,0,1,0,1,13,"0101","A2SS3QJKK1MVNE","ms","07"
"1534","B",1583,FALSE,1415289693080,"old",TRUE,TRUE,1,0,1,1,14,"1011","A2SS3QJKK1MVNE","ms","07"
"1535","A",1882,NA,1415289695416,"old",FALSE,FALSE,0,0,1,1,15,"0011","A2SS3QJKK1MVNE","ms","07"
"1536","A",2623,TRUE,1415289698053,"old",TRUE,TRUE,1,0,1,0,16,"1010","A2SS3QJKK1MVNE","ms","07"
"1537","A",17680,NA,1415204919738,"old",FALSE,FALSE,0,1,1,1,1,"0111","AA0M62UYXC0TV","opt-total","07"
"1538","B",7142,TRUE,1415204938177,"old",TRUE,TRUE,0,1,1,0,2,"0110","AA0M62UYXC0TV","opt-total","07"
"1539","A",3078,TRUE,1415204946073,"old",TRUE,TRUE,1,1,0,0,3,"1100","AA0M62UYXC0TV","opt-total","07"
"1540","B",3002,NA,1415204949918,"old",FALSE,FALSE,0,0,1,0,4,"0010","AA0M62UYXC0TV","opt-total","07"
"1541","A",2476,NA,1415204953677,"old",FALSE,FALSE,1,1,0,1,5,"1101","AA0M62UYXC0TV","opt-total","07"
"1542","B",4280,TRUE,1415204956906,"old",TRUE,TRUE,0,1,0,0,6,"0100","AA0M62UYXC0TV","opt-total","07"
"1543","B",4311,TRUE,1415204961941,"old",TRUE,TRUE,1,0,1,0,7,"1010","AA0M62UYXC0TV","opt-total","07"
"1544","A",2195,TRUE,1415204967020,"old",TRUE,TRUE,1,1,1,1,8,"1111","AA0M62UYXC0TV","opt-total","07"
"1545","A",2822,NA,1415204969977,"old",FALSE,FALSE,1,0,0,1,9,"1001","AA0M62UYXC0TV","opt-total","07"
"1546","B",2485,TRUE,1415204973554,"old",TRUE,TRUE,1,0,0,0,10,"1000","AA0M62UYXC0TV","opt-total","07"
"1547","A",2470,TRUE,1415204976795,"old",TRUE,TRUE,1,1,1,0,11,"1110","AA0M62UYXC0TV","opt-total","07"
"1548","B",2290,NA,1415204980028,"old",FALSE,FALSE,0,0,0,0,12,"0000","AA0M62UYXC0TV","opt-total","07"
"1549","A",2542,NA,1415204983076,"old",FALSE,FALSE,1,0,1,1,13,"1011","AA0M62UYXC0TV","opt-total","07"
"1550","A",2993,TRUE,1415204986374,"old",TRUE,TRUE,0,0,0,1,14,"0001","AA0M62UYXC0TV","opt-total","07"
"1551","A",10039,TRUE,1415204990127,"old",TRUE,TRUE,0,0,1,1,15,"0011","AA0M62UYXC0TV","opt-total","07"
"1552","A",6457,NA,1415205000944,"new",TRUE,FALSE,0,1,0,1,16,"0101","AA0M62UYXC0TV","opt-total","07"
"1553","A",10178,FALSE,1415295062141,"old",TRUE,TRUE,1,0,1,0,1,"1010","A34I6E54TMHXC6","opt-total","07"
"1554","A",6550,NA,1415295073071,"old",FALSE,FALSE,0,0,1,0,2,"0010","A34I6E54TMHXC6","opt-total","07"
"1555","B",3922,TRUE,1415295080373,"old",TRUE,TRUE,1,0,0,0,3,"1000","A34I6E54TMHXC6","opt-total","07"
"1556","B",2857,NA,1415295085047,"old",FALSE,FALSE,1,1,0,1,4,"1101","A34I6E54TMHXC6","opt-total","07"
"1557","A",2600,NA,1415295088657,"old",FALSE,FALSE,1,0,0,1,5,"1001","A34I6E54TMHXC6","opt-total","07"
"1558","A",4795,TRUE,1415295092010,"new",FALSE,TRUE,0,0,0,1,6,"0001","A34I6E54TMHXC6","opt-total","07"
"1559","B",2608,FALSE,1415295097558,"old",TRUE,TRUE,0,0,1,1,7,"0011","A34I6E54TMHXC6","opt-total","07"
"1560","B",2213,NA,1415295100918,"old",FALSE,FALSE,0,1,0,1,8,"0101","A34I6E54TMHXC6","opt-total","07"
"1561","B",2560,TRUE,1415295103884,"old",TRUE,TRUE,0,1,1,0,9,"0110","A34I6E54TMHXC6","opt-total","07"
"1562","A",2567,NA,1415295107197,"old",FALSE,FALSE,1,0,1,1,10,"1011","A34I6E54TMHXC6","opt-total","07"
"1563","B",2880,TRUE,1415295110517,"old",TRUE,TRUE,0,1,0,0,11,"0100","A34I6E54TMHXC6","opt-total","07"
"1564","A",2857,TRUE,1415295114149,"old",TRUE,TRUE,1,1,1,1,12,"1111","A34I6E54TMHXC6","opt-total","07"
"1565","A",1786,TRUE,1415295117759,"old",TRUE,TRUE,1,1,0,0,13,"1100","A34I6E54TMHXC6","opt-total","07"
"1566","B",1695,NA,1415295120298,"old",FALSE,FALSE,0,1,1,1,14,"0111","A34I6E54TMHXC6","opt-total","07"
"1567","A",2431,NA,1415295122746,"old",FALSE,FALSE,0,0,0,0,15,"0000","A34I6E54TMHXC6","opt-total","07"
"1568","B",2091,FALSE,1415295125930,"new",FALSE,TRUE,1,1,1,0,16,"1110","A34I6E54TMHXC6","opt-total","07"
"1569","A",4949,FALSE,1415205353971,"old",TRUE,TRUE,1,0,0,0,1,"1000","AYYL6SPHBIWB","opt-total","07"
"1570","B",6609,NA,1415205359672,"old",FALSE,FALSE,0,1,0,1,2,"0101","AYYL6SPHBIWB","opt-total","07"
"1571","B",4226,FALSE,1415205367033,"old",TRUE,TRUE,1,1,1,1,3,"1111","AYYL6SPHBIWB","opt-total","07"
"1572","A",2804,TRUE,1415205372011,"old",TRUE,TRUE,0,0,1,1,4,"0011","AYYL6SPHBIWB","opt-total","07"
"1573","A",10582,NA,1415205375567,"new",TRUE,FALSE,0,1,1,1,5,"0111","AYYL6SPHBIWB","opt-total","07"
"1574","B",4159,NA,1415205386901,"new",TRUE,FALSE,1,0,0,1,6,"1001","AYYL6SPHBIWB","opt-total","07"
"1575","A",3564,NA,1415205391812,"new",TRUE,FALSE,0,0,1,0,7,"0010","AYYL6SPHBIWB","opt-total","07"
"1576","B",3936,TRUE,1415205396128,"old",TRUE,TRUE,1,0,1,0,8,"1010","AYYL6SPHBIWB","opt-total","07"
"1577","A",3117,TRUE,1415205400816,"old",TRUE,TRUE,0,0,0,1,9,"0001","AYYL6SPHBIWB","opt-total","07"
"1578","B",3769,TRUE,1415205404685,"old",TRUE,TRUE,0,1,1,0,10,"0110","AYYL6SPHBIWB","opt-total","07"
"1579","A",2681,TRUE,1415205409206,"old",TRUE,TRUE,1,1,0,0,11,"1100","AYYL6SPHBIWB","opt-total","07"
"1580","B",8417,TRUE,1415205412639,"new",FALSE,TRUE,0,1,0,0,12,"0100","AYYL6SPHBIWB","opt-total","07"
"1581","A",10567,NA,1415205421808,"new",TRUE,FALSE,1,1,0,1,13,"1101","AYYL6SPHBIWB","opt-total","07"
"1582","A",6007,NA,1415205433128,"new",TRUE,FALSE,1,0,1,1,14,"1011","AYYL6SPHBIWB","opt-total","07"
"1583","A",5745,NA,1415205439886,"new",TRUE,FALSE,0,0,0,0,15,"0000","AYYL6SPHBIWB","opt-total","07"
"1584","B",3332,FALSE,1415205446383,"old",TRUE,TRUE,1,1,1,0,16,"1110","AYYL6SPHBIWB","opt-total","07"
"1585","B",5591,NA,1415203095437,"old",FALSE,FALSE,0,1,1,1,1,"0111","A3M4T4G9YA061U","opt-total","07"
"1586","A",6455,NA,1415203101781,"old",FALSE,FALSE,1,1,0,1,2,"1101","A3M4T4G9YA061U","opt-total","07"
"1587","A",4454,TRUE,1415203108989,"old",TRUE,TRUE,1,1,1,1,3,"1111","A3M4T4G9YA061U","opt-total","07"
"1588","B",3014,NA,1415203114197,"old",FALSE,FALSE,1,0,1,1,4,"1011","A3M4T4G9YA061U","opt-total","07"
"1589","A",3768,TRUE,1415203117965,"old",TRUE,TRUE,1,1,1,0,5,"1110","A3M4T4G9YA061U","opt-total","07"
"1590","A",7814,NA,1415203122485,"old",FALSE,FALSE,0,0,0,0,6,"0000","A3M4T4G9YA061U","opt-total","07"
"1591","B",3303,NA,1415203131052,"old",FALSE,FALSE,1,0,0,1,7,"1001","A3M4T4G9YA061U","opt-total","07"
"1592","B",3895,TRUE,1415203135109,"old",TRUE,TRUE,0,1,0,0,8,"0100","A3M4T4G9YA061U","opt-total","07"
"1593","B",3727,TRUE,1415203139757,"old",TRUE,TRUE,1,0,1,0,9,"1010","A3M4T4G9YA061U","opt-total","07"
"1594","B",3735,NA,1415203144237,"old",FALSE,FALSE,0,1,0,1,10,"0101","A3M4T4G9YA061U","opt-total","07"
"1595","A",2783,TRUE,1415203148725,"old",TRUE,TRUE,1,1,0,0,11,"1100","A3M4T4G9YA061U","opt-total","07"
"1596","A",4039,TRUE,1415203152261,"old",TRUE,TRUE,0,0,1,1,12,"0011","A3M4T4G9YA061U","opt-total","07"
"1597","B",3640,TRUE,1415203157052,"old",TRUE,TRUE,1,0,0,0,13,"1000","A3M4T4G9YA061U","opt-total","07"
"1598","A",6168,FALSE,1415203161444,"old",TRUE,TRUE,0,1,1,0,14,"0110","A3M4T4G9YA061U","opt-total","07"
"1599","A",6905,TRUE,1415203168363,"old",TRUE,TRUE,0,0,0,1,15,"0001","A3M4T4G9YA061U","opt-total","07"
"1600","A",7718,NA,1415203176021,"new",TRUE,FALSE,0,0,1,0,16,"0010","A3M4T4G9YA061U","opt-total","07"
"1601","A",3230,TRUE,1415219196620,"old",TRUE,TRUE,1,0,1,1,1,"1011","A19CA1G04F23NN","ms","07"
"1602","A",3145,FALSE,1415219200633,"old",TRUE,TRUE,1,1,0,0,2,"1100","A19CA1G04F23NN","ms","07"
"1603","A",3079,TRUE,1415219204539,"old",TRUE,TRUE,1,1,0,1,3,"1101","A19CA1G04F23NN","ms","07"
"1604","B",3284,NA,1415219208382,"old",FALSE,FALSE,0,0,1,0,4,"0010","A19CA1G04F23NN","ms","07"
"1605","A",3316,TRUE,1415219212446,"old",TRUE,TRUE,0,1,1,1,5,"0111","A19CA1G04F23NN","ms","07"
"1606","A",2177,NA,1415219216537,"old",FALSE,FALSE,1,1,1,1,6,"1111","A19CA1G04F23NN","ms","07"
"1607","B",2833,NA,1415219219489,"old",FALSE,FALSE,0,0,1,1,7,"0011","A19CA1G04F23NN","ms","07"
"1608","A",2102,FALSE,1415219223076,"old",TRUE,TRUE,0,1,1,0,8,"0110","A19CA1G04F23NN","ms","07"
"1609","B",2381,FALSE,1415219225949,"old",TRUE,TRUE,1,1,1,0,9,"1110","A19CA1G04F23NN","ms","07"
"1610","B",2417,TRUE,1415219229089,"old",TRUE,TRUE,0,0,0,1,10,"0001","A19CA1G04F23NN","ms","07"
"1611","B",2089,NA,1415219232273,"old",FALSE,FALSE,0,1,0,0,11,"0100","A19CA1G04F23NN","ms","07"
"1612","B",2450,FALSE,1415219235128,"old",TRUE,TRUE,1,0,1,0,12,"1010","A19CA1G04F23NN","ms","07"
"1613","B",2159,NA,1415219238347,"old",FALSE,FALSE,1,0,0,0,13,"1000","A19CA1G04F23NN","ms","07"
"1614","A",2542,FALSE,1415219241268,"old",TRUE,TRUE,0,0,0,0,14,"0000","A19CA1G04F23NN","ms","07"
"1615","A",1998,NA,1415219244572,"old",FALSE,FALSE,1,0,0,1,15,"1001","A19CA1G04F23NN","ms","07"
"1616","B",1897,NA,1415219247345,"old",FALSE,FALSE,0,1,0,1,16,"0101","A19CA1G04F23NN","ms","07"
"1617","B",5633,NA,1415202579964,"old",FALSE,FALSE,1,0,0,1,1,"1001","A3POH7948KWXCF","opt-total","07"
"1618","B",4253,TRUE,1415202586361,"old",TRUE,TRUE,0,1,0,0,2,"0100","A3POH7948KWXCF","opt-total","07"
"1619","A",2753,NA,1415202591377,"old",FALSE,FALSE,0,1,0,1,3,"0101","A3POH7948KWXCF","opt-total","07"
"1620","A",2317,TRUE,1415202594895,"old",TRUE,TRUE,1,1,1,0,4,"1110","A3POH7948KWXCF","opt-total","07"
"1621","B",2472,NA,1415202597979,"old",FALSE,FALSE,1,0,1,1,5,"1011","A3POH7948KWXCF","opt-total","07"
"1622","A",2360,TRUE,1415202601209,"old",TRUE,TRUE,0,0,0,1,6,"0001","A3POH7948KWXCF","opt-total","07"
"1623","B",2154,NA,1415202604326,"old",FALSE,FALSE,0,0,1,0,7,"0010","A3POH7948KWXCF","opt-total","07"
"1624","A",1938,TRUE,1415202607244,"old",TRUE,TRUE,1,1,0,0,8,"1100","A3POH7948KWXCF","opt-total","07"
"1625","B",2690,NA,1415202609946,"old",FALSE,FALSE,1,1,0,1,9,"1101","A3POH7948KWXCF","opt-total","07"
"1626","B",2014,NA,1415202613393,"old",FALSE,FALSE,0,0,0,0,10,"0000","A3POH7948KWXCF","opt-total","07"
"1627","A",2996,NA,1415202616152,"old",FALSE,FALSE,0,1,1,1,11,"0111","A3POH7948KWXCF","opt-total","07"
"1628","B",1937,TRUE,1415202619909,"old",TRUE,TRUE,0,1,1,0,12,"0110","A3POH7948KWXCF","opt-total","07"
"1629","B",1752,TRUE,1415202622594,"old",TRUE,TRUE,1,0,0,0,13,"1000","A3POH7948KWXCF","opt-total","07"
"1630","B",2020,FALSE,1415202625111,"old",TRUE,TRUE,1,1,1,1,14,"1111","A3POH7948KWXCF","opt-total","07"
"1631","B",3440,TRUE,1415202627894,"old",TRUE,TRUE,1,0,1,0,15,"1010","A3POH7948KWXCF","opt-total","07"
"1632","B",1565,FALSE,1415202632099,"old",TRUE,TRUE,0,0,1,1,16,"0011","A3POH7948KWXCF","opt-total","07"
